[[610   0   0   0   0   1   0   0   0   0]
 [  7  34   0   5   0   2  10   0   1   0]
 [  9   1 275   0   0   4   3   0   0   0]
 [  6   8   1   6   0   0   0   0   0   0]
 [  1   2   0   0   7  15   0   0   0   0]
 [  4   1   1   0  12  54   0   0   0   0]
 [  0   8   0   0   0   0  54   0   0   0]
 [  1   1   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0   1   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   1]]
