[[649   3   1   0   1   0   0   0   1   0]
 [  1  60   0   0   0   0   0   0   0   0]
 [  2   1  36   0   0   0   0   0   0   0]
 [  1   0   0   0   0   0   0   0   0   0]
 [ 16   0   0   0  27   0   0   0   0   0]
 [  3   0   1   0   1   2   0   0   0   0]
 [  1   0   0   0   0   0   0   0   0   0]
 [  2   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   0]
 [  1   0   0   0   0   0   0   0   0   0]]
