[[11  2  0  2  0  0  1  0  0  0]
 [ 0 36  0  2  0  0  1  0  0  0]
 [ 0  0 80  0  0  0  0  0  0  0]
 [ 0  0  0 28  0  0  0  0  0  0]
 [ 1  2  0  1  2  0  0  0  0  0]
 [ 1  0  0  0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0  0  0  0]
 [ 0  0  1  0  0  0  0  0  0  0]
 [ 0  0  1  0  0  0  0  0  1  0]
 [ 0  0  0  1  0  0  0  0  0  0]]
