[[741  12   0   0   0   0   0   0   0   0]
 [ 35 116   0   1   0   1   0   0   0   0]
 [  5   1  18   0   0   0   0   0   0   0]
 [  8   8   0  11   0   0   0   0   0   0]
 [ 15   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   0]
 [  0   1   0   0   0   0   0   0   0   0]
 [  3   0   0   0   0   0   0   0   0   0]
 [  4   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   1]]
