[[131   7   0   0   0   0   0   0   0   0]
 [  2 111   0   2   0   0   0   0   0   0]
 [  2   2   0   0   0   0   0   0   0   0]
 [  2   2   0  33   0   0   0   0   0   0]
 [  0   1   0   0   3   0   0   0   0   0]
 [  0   1   0   0   0   2   0   0   0   0]
 [  0   3   0   0   0   0   0   0   0   0]
 [  0   0   0   2   0   0   0   0   0   0]
 [  0   1   0   0   0   0   0   0   0   0]
 [  0   1   0   0   0   0   0   0   0   0]]
