[[520   4   1   0   3   0   0   0   0   0]
 [ 14 126   0   0   5   0   0   0   0   0]
 [  2   6   9   0   3   0   0   0   0   0]
 [  1   0   0   0   0   0   0   0   0   0]
 [  5   7   1   0 169   0   0   0   0   0]
 [  1   0   0   0   0  22   0   0   0   0]
 [  0   0   0   0   0   0   6   0   0   0]
 [  0   0   0   0   0   1   0   1   0   0]
 [  3   0   0   0   0   0   0   0   0   0]
 [  0   0   0   0   1   0   0   0   0   0]]
