[[398   2  29   1   0   0   0   0   0   0]
 [  5  43  13   1   0   0   0   0   0   0]
 [ 25   2 788   2   0   0   0   0   0   0]
 [ 13   0   5  44   0   0   0   0   0   1]
 [  0   1   0   0   0   0   0   0   0   0]
 [  0   0   6   0   0   1   0   0   0   0]
 [  2   0   0   0   0   0   8   0   0   0]
 [  0   0   0   1   0   0   0   0   0   0]
 [  0   0   2   0   0   0   0   0   0   0]
 [  0   0   0   0   0   0   0   0   0   1]]
