[[688  26   3   0   1   0   0   0   0   0]
 [ 21 446   2   0   0   0   0   0   0   0]
 [ 15   9  33   0   0   0   0   0   0   0]
 [  0   0   0   3   0   0   0   0   0   0]
 [  1   4   1   0  13   0   0   0   0   0]
 [  0   0   0   0   0  16   0   0   0   0]
 [  1   2   0   0   0   0   6   0   0   0]
 [  0   1   0   0   0   0   0   0   0   0]
 [  1   0   0   0   0   0   0   0   0   0]
 [  1   0   0   0   0   0   0   0   0   3]]
